bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Play	Writer
bookwriter	http://dbpedia.org/ontology/author	Play	Writer
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	WrittenWork	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Person
